"","date","real","model"
"540",1961-06-23,2960,1775.64902049574
"541",1961-06-24,3100,1772.65213440408
"542",1961-06-25,3080,1792.35994291825
"543",1961-06-26,2820,1789.73989858194
"544",1961-06-27,2680,1732.09669418456
"545",1961-06-28,2750,1761.59417546465
"546",1961-06-29,2920,1850.28107454965
"547",1961-06-30,3380,2002.57468432275
"548",1961-07-01,3050,2034.39565683843
"549",1961-07-02,2800,1909.10938263828
"550",1961-07-03,2550,1753.01048067726
"551",1961-07-04,2400,1737.32707820888
"552",1961-07-05,2360,1665.0880958388
"553",1961-07-06,2460,1526.19631157128
"554",1961-07-07,2560,1481.58675965026
"555",1961-07-08,2280,1435.60301411793
"556",1961-07-09,2040,1375.0342469392
"557",1961-07-10,1880,1321.95401540595
"558",1961-07-11,1830,1308.83093445559
"559",1961-07-12,1840,1319.43558035621
"560",1961-07-13,1760,1310.70605949302
"561",1961-07-14,1760,1305.27915659078
"562",1961-07-15,1900,1306.2558937191
"563",1961-07-16,2140,1454.42766094994
"564",1961-07-17,2050,1493.71501302571
"565",1961-07-18,2300,1526.66890595309
"566",1961-07-19,2210,1588.62244326798
"567",1961-07-20,2100,1609.85730287945
"568",1961-07-21,2030,1610.93891631032
"569",1961-07-22,2100,1603.74809846726
"570",1961-07-23,2020,1549.34540914558
"571",1961-07-24,1860,1447.47776626251
"572",1961-07-25,1750,1351.12360525152
"573",1961-07-26,1690,1296.59386934096
"574",1961-07-27,1640,1245.06228208141
"575",1961-07-28,1590,1219.25662744301
"576",1961-07-29,1620,1243.44271926846
"577",1961-07-30,1620,1224.79101049997
"578",1961-07-31,1860,1277.54559103429
"579",1961-08-01,1940,1355.48640990846
"580",1961-08-02,1880,1364.46140740345
"581",1961-08-03,1720,1303.77217223674
"582",1961-08-04,1620,1230.12991119044
"583",1961-08-05,1620,1196.46965541178
"584",1961-08-06,1580,1173.1979014255
"585",1961-08-07,1500,1133.02249570433
"586",1961-08-08,1450,1097.01779751961
"587",1961-08-09,1500,1076.63738813487
"588",1961-08-10,1520,1080.92842123928
"589",1961-08-11,1560,1104.33485850355
"590",1961-08-12,1600,1149.23349590212
"591",1961-08-13,1620,1321.63864433584
"592",1961-08-14,2440,1589.75147009143
"593",1961-08-15,3080,1921.91203897243
"594",1961-08-16,2540,2037.4630161512
"595",1961-08-17,2280,1935.44305231726
"596",1961-08-18,2230,1876.04541720339
"597",1961-08-19,2500,2006.39032790564
"598",1961-08-20,3060,2338.43076607514
"599",1961-08-21,2980,2557.52822143752
"600",1961-08-22,3080,2604.45348427607
"601",1961-08-23,2680,2504.05406771231
"602",1961-08-24,2460,2343.47043398376
"603",1961-08-25,2540,2219.87059170985
"604",1961-08-26,2340,2045.96389096316
"605",1961-08-27,2060,1832.17706408018
"606",1961-08-28,1870,1642.0169279974
"607",1961-08-29,1720,1487.26046301335
"608",1961-08-30,1660,1365.41149022711
"609",1961-08-31,1640,1269.9446028137
"610",1961-09-01,1570,1195.41882192651
"611",1961-09-02,1520,1137.63004457288
"612",1961-09-03,1460,1092.18131030864
"613",1961-09-04,1420,1054.70649944915
"614",1961-09-05,1360,1026.34900592345
"615",1961-09-06,1320,1035.58221305595
"616",1961-09-07,1360,1053.00442637764
"617",1961-09-08,1350,1088.47969794202
"618",1961-09-09,1360,1121.66847468023
"619",1961-09-10,1370,1069.50195953475
"620",1961-09-11,1350,1006.48500836893
"621",1961-09-12,1300,979.135802567228
"622",1961-09-13,1260,963.6765659751
"623",1961-09-14,1240,937.366089949925
"624",1961-09-15,1210,921.75496418717
"625",1961-09-16,1210,915.58281927577
"626",1961-09-17,1230,940.39711006478
"627",1961-09-18,1280,952.884505309112
"628",1961-09-19,1230,925.191356499357
"629",1961-09-20,1220,883.61207876775
"630",1961-09-21,1200,851.462957937997
"631",1961-09-22,1140,826.694783680457
"632",1961-09-23,1100,805.262495489529
"633",1961-09-24,1090,786.116078647628
